"Year";"State";"Type";"Length";"Expense";"Value"
2017;"Minnesota";"Public In-State";"4-year";"Room/Board";8844.0
2017;"Minnesota";"Public Out-of-State";"2-year";"Fees/Tuition";6053.0
2017;"Minnesota";"Public Out-of-State";"4-year";"Fees/Tuition";19088.0
2017;"Minnesota";"Public Out-of-State";"4-year";"Room/Board";8844.0
2017;"Mississippi";"Private";"4-year";"Fees/Tuition";16949.0
2017;"Mississippi";"Private";"4-year";"Room/Board";7749.0
2017;"Mississippi";"Public In-State";"2-year";"Fees/Tuition";2830.0
2017;"Mississippi";"Public In-State";"4-year";"Fees/Tuition";7472.0
2017;"Mississippi";"Public In-State";"4-year";"Room/Board";9372.0
2017;"Mississippi";"Public Out-of-State";"2-year";"Fees/Tuition";5176.0
2017;"Mississippi";"Public Out-of-State";"4-year";"Fees/Tuition";19138.0
2017;"Mississippi";"Public Out-of-State";"4-year";"Room/Board";9372.0
2017;"Missouri";"Private";"4-year";"Fees/Tuition";23702.0
2017;"Missouri";"Private";"4-year";"Room/Board";9731.0
2017;"Missouri";"Public In-State";"2-year";"Fees/Tuition";3028.0
2017;"Missouri";"Public In-State";"4-year";"Fees/Tuition";8176.0
2017;"Missouri";"Public In-State";"4-year";"Room/Board";9463.0
2017;"Missouri";"Public Out-of-State";"2-year";"Fees/Tuition";5737.0
2017;"Missouri";"Public Out-of-State";"4-year";"Fees/Tuition";18940.0
2017;"Missouri";"Public Out-of-State";"4-year";"Room/Board";9463.0
2017;"Montana";"Private";"4-year";"Fees/Tuition";23657.0
2017;"Montana";"Private";"4-year";"Room/Board";8718.0
2017;"Montana";"Public In-State";"2-year";"Fees/Tuition";3381.0
2017;"Montana";"Public In-State";"4-year";"Fees/Tuition";6503.0
2017;"Montana";"Public In-State";"4-year";"Room/Board";8738.0
2017;"Montana";"Public Out-of-State";"2-year";"Fees/Tuition";8210.0
2017;"Montana";"Public Out-of-State";"4-year";"Fees/Tuition";22956.0
2017;"Montana";"Public Out-of-State";"4-year";"Room/Board";8738.0
2017;"Nebraska";"Private";"4-year";"Fees/Tuition";23109.0
2017;"Nebraska";"Private";"4-year";"Room/Board";9091.0
2017;"Nebraska";"Public In-State";"2-year";"Fees/Tuition";2991.0
2017;"Nebraska";"Public In-State";"4-year";"Fees/Tuition";7732.0
2017;"Nebraska";"Public In-State";"4-year";"Room/Board";9647.0
2017;"Nebraska";"Public Out-of-State";"2-year";"Fees/Tuition";3941.0
2017;"Nebraska";"Public Out-of-State";"4-year";"Fees/Tuition";19483.0
2017;"Nebraska";"Public Out-of-State";"4-year";"Room/Board";9647.0
2017;"Nevada";"Private";"4-year";"Fees/Tuition";21423.0
2017;"Nevada";"Private";"4-year";"Room/Board";13630.0
2017;"Nevada";"Public In-State";"2-year";"Fees/Tuition";2910.0
2017;"Nevada";"Public In-State";"4-year";"Fees/Tuition";5520.0
2017;"Nevada";"Public In-State";"4-year";"Room/Board";11625.0
2017;"Nevada";"Public Out-of-State";"2-year";"Fees/Tuition";9555.0
2017;"Nevada";"Public Out-of-State";"4-year";"Fees/Tuition";20672.0
2017;"Nevada";"Public Out-of-State";"4-year";"Room/Board";11625.0
2017;"New Hampshire";"Private";"4-year";"Fees/Tuition";33235.0
2017;"New Hampshire";"Private";"4-year";"Room/Board";13298.0
2017;"New Hampshire";"Public In-State";"2-year";"Fees/Tuition";7002.0
2017;"New Hampshire";"Public In-State";"4-year";"Fees/Tuition";15491.0
2017;"New Hampshire";"Public In-State";"4-year";"Room/Board";11477.0
2017;"New Hampshire";"Public Out-of-State";"2-year";"Fees/Tuition";15157.0
2017;"New Hampshire";"Public Out-of-State";"4-year";"Fees/Tuition";27201.0
2017;"New Hampshire";"Public Out-of-State";"4-year";"Room/Board";11477.0
2017;"New Jersey";"Private";"4-year";"Fees/Tuition";35224.0
2017;"New Jersey";"Private";"4-year";"Room/Board";13215.0
2017;"New Jersey";"Public In-State";"2-year";"Fees/Tuition";4366.0
2017;"New Jersey";"Public In-State";"4-year";"Fees/Tuition";13297.0
2017;"New Jersey";"Public In-State";"4-year";"Room/Board";12773.0
2017;"New Jersey";"Public Out-of-State";"2-year";"Fees/Tuition";7692.0
2017;"New Jersey";"Public Out-of-State";"4-year";"Fees/Tuition";28051.0
2017;"New Jersey";"Public Out-of-State";"4-year";"Room/Board";12773.0
2017;"New Mexico";"Private";"4-year";"Fees/Tuition";22535.0
2017;"New Mexico";"Private";"4-year";"Room/Board";9838.0
2017;"New Mexico";"Public In-State";"2-year";"Fees/Tuition";1590.0
2017;"New Mexico";"Public In-State";"4-year";"Fees/Tuition";6825.0
2017;"New Mexico";"Public In-State";"4-year";"Room/Board";8704.0
2017;"New Mexico";"Public Out-of-State";"2-year";"Fees/Tuition";4749.0
2017;"New Mexico";"Public Out-of-State";"4-year";"Fees/Tuition";17272.0
2017;"New Mexico";"Public Out-of-State";"4-year";"Room/Board";8704.0
2017;"New York";"Private";"4-year";"Fees/Tuition";37580.0
2017;"New York";"Private";"4-year";"Room/Board";14210.0
2017;"New York";"Public In-State";"2-year";"Fees/Tuition";5122.0
2017;"New York";"Public In-State";"4-year";"Fees/Tuition";7709.0
2017;"New York";"Public In-State";"4-year";"Room/Board";14042.0
2017;"New York";"Public Out-of-State";"2-year";"Fees/Tuition";8857.0
2017;"New York";"Public Out-of-State";"4-year";"Fees/Tuition";21454.0
2017;"New York";"Public Out-of-State";"4-year";"Room/Board";14042.0
2017;"North Carolina";"Private";"4-year";"Fees/Tuition";30701.0
2017;"North Carolina";"Private";"4-year";"Room/Board";11611.0
2017;"North Carolina";"Public In-State";"2-year";"Fees/Tuition";2470.0
2017;"North Carolina";"Public In-State";"4-year";"Fees/Tuition";7218.0
2017;"North Carolina";"Public In-State";"4-year";"Room/Board";9417.0
2017;"North Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";8481.0
2017;"North Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";23778.0
2017;"North Carolina";"Public Out-of-State";"4-year";"Room/Board";9417.0
2017;"North Dakota";"Private";"4-year";"Fees/Tuition";14290.0
2017;"North Dakota";"Private";"4-year";"Room/Board";6674.0
2017;"North Dakota";"Public In-State";"2-year";"Fees/Tuition";4562.0
2017;"North Dakota";"Public In-State";"4-year";"Fees/Tuition";7376.0
2017;"North Dakota";"Public In-State";"4-year";"Room/Board";8011.0
2017;"North Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";9484.0
2017;"North Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";18288.0
2017;"North Dakota";"Public Out-of-State";"4-year";"Room/Board";8011.0
2017;"Ohio";"Private";"4-year";"Fees/Tuition";30296.0
2017;"Ohio";"Private";"4-year";"Room/Board";10685.0
2017;"Ohio";"Public In-State";"2-year";"Fees/Tuition";3655.0
2017;"Ohio";"Public In-State";"4-year";"Fees/Tuition";9827.0
2017;"Ohio";"Public In-State";"4-year";"Room/Board";11133.0
2017;"Ohio";"Public Out-of-State";"2-year";"Fees/Tuition";5721.0
2017;"Ohio";"Public Out-of-State";"4-year";"Fees/Tuition";23434.0
2017;"Ohio";"Public Out-of-State";"4-year";"Room/Board";11133.0
2017;"Oklahoma";"Private";"4-year";"Fees/Tuition";24776.0
2017;"Oklahoma";"Private";"4-year";"Room/Board";9108.0
2017;"Oklahoma";"Public In-State";"2-year";"Fees/Tuition";3627.0
2017;"Oklahoma";"Public In-State";"4-year";"Fees/Tuition";7219.0
2017;"Oklahoma";"Public In-State";"4-year";"Room/Board";8536.0
2017;"Oklahoma";"Public Out-of-State";"2-year";"Fees/Tuition";8582.0
2017;"Oklahoma";"Public Out-of-State";"4-year";"Fees/Tuition";19174.0
2017;"Oklahoma";"Public Out-of-State";"4-year";"Room/Board";8536.0
2017;"Oregon";"Private";"4-year";"Fees/Tuition";37088.0
2017;"Oregon";"Private";"4-year";"Room/Board";11614.0
2017;"Oregon";"Public In-State";"2-year";"Fees/Tuition";4263.0
2017;"Oregon";"Public In-State";"4-year";"Fees/Tuition";9739.0
2017;"Oregon";"Public In-State";"4-year";"Room/Board";11585.0
2017;"Oregon";"Public Out-of-State";"2-year";"Fees/Tuition";8410.0
2017;"Oregon";"Public Out-of-State";"4-year";"Fees/Tuition";29330.0
2017;"Oregon";"Public Out-of-State";"4-year";"Room/Board";11585.0
2017;"Pennsylvania";"Private";"4-year";"Fees/Tuition";39185.0
2017;"Pennsylvania";"Private";"4-year";"Room/Board";12947.0
2017;"Pennsylvania";"Public In-State";"2-year";"Fees/Tuition";5048.0
2017;"Pennsylvania";"Public In-State";"4-year";"Fees/Tuition";14068.0
2017;"Pennsylvania";"Public In-State";"4-year";"Room/Board";11264.0
2017;"Pennsylvania";"Public Out-of-State";"2-year";"Fees/Tuition";12833.0
2017;"Pennsylvania";"Public Out-of-State";"4-year";"Fees/Tuition";26328.0
2017;"Pennsylvania";"Public Out-of-State";"4-year";"Room/Board";11264.0
2017;"Rhode Island";"Private";"4-year";"Fees/Tuition";38855.0
2017;"Rhode Island";"Private";"4-year";"Room/Board";14018.0
2017;"Rhode Island";"Public In-State";"2-year";"Fees/Tuition";4266.0
2017;"Rhode Island";"Public In-State";"4-year";"Fees/Tuition";11386.0
2017;"Rhode Island";"Public In-State";"4-year";"Room/Board";11749.0
2017;"Rhode Island";"Public Out-of-State";"2-year";"Fees/Tuition";11496.0
2017;"Rhode Island";"Public Out-of-State";"4-year";"Fees/Tuition";27815.0
2017;"Rhode Island";"Public Out-of-State";"4-year";"Room/Board";11749.0
2017;"South Carolina";"Private";"4-year";"Fees/Tuition";24523.0
2017;"South Carolina";"Private";"4-year";"Room/Board";9225.0
2017;"South Carolina";"Public In-State";"2-year";"Fees/Tuition";4418.0
2017;"South Carolina";"Public In-State";"4-year";"Fees/Tuition";12153.0
2017;"South Carolina";"Public In-State";"4-year";"Room/Board";9355.0
2017;"South Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";9730.0
2017;"South Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";29888.0
2017;"South Carolina";"Public Out-of-State";"4-year";"Room/Board";9355.0
2017;"South Dakota";"Private";"4-year";"Fees/Tuition";23147.0
2017;"South Dakota";"Private";"4-year";"Room/Board";7779.0
2017;"South Dakota";"Public In-State";"2-year";"Fees/Tuition";5803.0
2017;"South Dakota";"Public In-State";"4-year";"Fees/Tuition";8301.0
2017;"South Dakota";"Public In-State";"4-year";"Room/Board";7753.0
2017;"South Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";5660.0
2017;"South Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";11845.0
2017;"South Dakota";"Public Out-of-State";"4-year";"Room/Board";7753.0
2017;"Tennessee";"Private";"4-year";"Fees/Tuition";25985.0
2017;"Tennessee";"Private";"4-year";"Room/Board";9944.0
2017;"Tennessee";"Public In-State";"2-year";"Fees/Tuition";4048.0
2017;"Tennessee";"Public In-State";"4-year";"Fees/Tuition";9287.0
2017;"Tennessee";"Public In-State";"4-year";"Room/Board";9053.0
2017;"Tennessee";"Public Out-of-State";"2-year";"Fees/Tuition";15540.0
2017;"Tennessee";"Public Out-of-State";"4-year";"Fees/Tuition";24802.0
2017;"Tennessee";"Public Out-of-State";"4-year";"Room/Board";9053.0
2017;"Texas";"Private";"4-year";"Fees/Tuition";31009.0
2017;"Texas";"Private";"4-year";"Room/Board";10970.0
2017;"Texas";"Public In-State";"2-year";"Fees/Tuition";2099.0
2017;"Texas";"Public In-State";"4-year";"Fees/Tuition";8375.0
2017;"Texas";"Public In-State";"4-year";"Room/Board";9424.0
2017;"Texas";"Public Out-of-State";"2-year";"Fees/Tuition";6100.0
2017;"Texas";"Public Out-of-State";"4-year";"Fees/Tuition";23511.0
2017;"Texas";"Public Out-of-State";"4-year";"Room/Board";9424.0
2017;"Utah";"Private";"4-year";"Fees/Tuition";7445.0
2017;"Utah";"Private";"4-year";"Room/Board";7766.0
2017;"Utah";"Public In-State";"2-year";"Fees/Tuition";3690.0
2017;"Utah";"Public In-State";"4-year";"Fees/Tuition";6334.0
2017;"Utah";"Public In-State";"4-year";"Room/Board";7376.0
2017;"Utah";"Public Out-of-State";"2-year";"Fees/Tuition";11728.0
2017;"Utah";"Public Out-of-State";"4-year";"Fees/Tuition";19407.0
2017;"Utah";"Public Out-of-State";"4-year";"Room/Board";7376.0
2017;"Vermont";"Private";"4-year";"Fees/Tuition";41063.0
2017;"Vermont";"Private";"4-year";"Room/Board";12940.0
2017;"Vermont";"Public In-State";"2-year";"Fees/Tuition";6222.0
2017;"Vermont";"Public In-State";"4-year";"Fees/Tuition";15537.0
2017;"Vermont";"Public In-State";"4-year";"Room/Board";11249.0
2017;"Vermont";"Public Out-of-State";"2-year";"Fees/Tuition";12294.0
2017;"Vermont";"Public Out-of-State";"4-year";"Fees/Tuition";37991.0
2017;"Vermont";"Public Out-of-State";"4-year";"Room/Board";11249.0
2017;"Virginia";"Private";"4-year";"Fees/Tuition";22286.0
2017;"Virginia";"Private";"4-year";"Room/Board";10330.0
2017;"Virginia";"Public In-State";"2-year";"Fees/Tuition";4962.0
2017;"Virginia";"Public In-State";"4-year";"Fees/Tuition";12126.0
2017;"Virginia";"Public In-State";"4-year";"Room/Board";10442.0
2017;"Virginia";"Public Out-of-State";"2-year";"Fees/Tuition";11080.0
2017;"Virginia";"Public Out-of-State";"4-year";"Fees/Tuition";32250.0
2017;"Virginia";"Public Out-of-State";"4-year";"Room/Board";10442.0
2017;"Washington";"Private";"4-year";"Fees/Tuition";35288.0
2017;"Washington";"Private";"4-year";"Room/Board";11458.0
2017;"Washington";"Public In-State";"2-year";"Fees/Tuition";3848.0
2017;"Washington";"Public In-State";"4-year";"Fees/Tuition";6903.0
2017;"Washington";"Public In-State";"4-year";"Room/Board";11150.0
2017;"Washington";"Public Out-of-State";"2-year";"Fees/Tuition";6647.0
2017;"Washington";"Public Out-of-State";"4-year";"Fees/Tuition";28128.0
2017;"Washington";"Public Out-of-State";"4-year";"Room/Board";11150.0
2017;"West Virginia";"Private";"4-year";"Fees/Tuition";12206.0
2017;"West Virginia";"Private";"4-year";"Room/Board";8692.0
2017;"West Virginia";"Public In-State";"2-year";"Fees/Tuition";4009.0
2017;"West Virginia";"Public In-State";"4-year";"Fees/Tuition";7241.0
2017;"West Virginia";"Public In-State";"4-year";"Room/Board";9855.0
2017;"West Virginia";"Public Out-of-State";"2-year";"Fees/Tuition";9241.0
2017;"West Virginia";"Public Out-of-State";"4-year";"Fees/Tuition";20030.0
2017;"West Virginia";"Public Out-of-State";"4-year";"Room/Board";9855.0
2017;"Wisconsin";"Private";"4-year";"Fees/Tuition";31662.0
2017;"Wisconsin";"Private";"4-year";"Room/Board";9841.0
2017;"Wisconsin";"Public In-State";"2-year";"Fees/Tuition";4292.0
2017;"Wisconsin";"Public In-State";"4-year";"Fees/Tuition";8419.0
2017;"Wisconsin";"Public In-State";"4-year";"Room/Board";7827.0
2017;"Wisconsin";"Public Out-of-State";"2-year";"Fees/Tuition";6223.0
2017;"Wisconsin";"Public Out-of-State";"4-year";"Fees/Tuition";22574.0
2017;"Wisconsin";"Public Out-of-State";"4-year";"Room/Board";7827.0
2017;"Wyoming";"Private";"4-year";"Fees/Tuition";18021.0
2017;"Wyoming";"Public In-State";"2-year";"Fees/Tuition";2987.0
2017;"Wyoming";"Public In-State";"4-year";"Fees/Tuition";4311.0
2017;"Wyoming";"Public In-State";"4-year";"Room/Board";10043.0
2017;"Wyoming";"Public Out-of-State";"2-year";"Fees/Tuition";7292.0
2017;"Wyoming";"Public Out-of-State";"4-year";"Fees/Tuition";13239.0
2017;"Wyoming";"Public Out-of-State";"4-year";"Room/Board";10043.0
2018;"Alabama";"Private";"4-year";"Fees/Tuition";16321.0
2018;"Alabama";"Private";"4-year";"Room/Board";9843.0
2018;"Alabama";"Public In-State";"2-year";"Fees/Tuition";4403.0
2018;"Alabama";"Public In-State";"4-year";"Fees/Tuition";9827.0
2018;"Alabama";"Public In-State";"4-year";"Room/Board";9846.0
2018;"Alabama";"Public Out-of-State";"2-year";"Fees/Tuition";9133.0
2018;"Alabama";"Public Out-of-State";"4-year";"Fees/Tuition";24939.0
2018;"Alabama";"Public Out-of-State";"4-year";"Room/Board";9846.0
2018;"Alaska";"Private";"4-year";"Fees/Tuition";19360.0
2018;"Alaska";"Private";"4-year";"Room/Board";7527.0
2018;"Alaska";"Public In-State";"4-year";"Fees/Tuition";7221.0
2018;"Alaska";"Public In-State";"4-year";"Room/Board";11152.0
2018;"Alaska";"Public Out-of-State";"4-year";"Fees/Tuition";21284.0
2018;"Alaska";"Public Out-of-State";"4-year";"Room/Board";11152.0
2018;"Arizona";"Private";"4-year";"Fees/Tuition";13487.0
2018;"Arizona";"Private";"4-year";"Room/Board";9451.0
2018;"Arizona";"Public In-State";"2-year";"Fees/Tuition";2152.0
2018;"Arizona";"Public In-State";"4-year";"Fees/Tuition";10557.0
2018;"Arizona";"Public In-State";"4-year";"Room/Board";12072.0
2018;"Arizona";"Public Out-of-State";"2-year";"Fees/Tuition";8067.0
2018;"Arizona";"Public Out-of-State";"4-year";"Fees/Tuition";26067.0
2018;"Arizona";"Public Out-of-State";"4-year";"Room/Board";12072.0
2018;"Arkansas";"Private";"4-year";"Fees/Tuition";22610.0
2018;"Arkansas";"Private";"4-year";"Room/Board";8218.0
2018;"Arkansas";"Public In-State";"2-year";"Fees/Tuition";3291.0
2018;"Arkansas";"Public In-State";"4-year";"Fees/Tuition";8187.0
2018;"Arkansas";"Public In-State";"4-year";"Room/Board";9292.0
2018;"Arkansas";"Public Out-of-State";"2-year";"Fees/Tuition";4762.0
2018;"Arkansas";"Public Out-of-State";"4-year";"Fees/Tuition";20061.0
2018;"Arkansas";"Public Out-of-State";"4-year";"Room/Board";9292.0
2018;"California";"Private";"4-year";"Fees/Tuition";33483.0
2018;"California";"Private";"4-year";"Room/Board";13927.0
2018;"California";"Public In-State";"2-year";"Fees/Tuition";1268.0
2018;"California";"Public In-State";"4-year";"Fees/Tuition";8020.0
2018;"California";"Public In-State";"4-year";"Room/Board";14061.0
2018;"California";"Public Out-of-State";"2-year";"Fees/Tuition";7504.0
2018;"California";"Public Out-of-State";"4-year";"Fees/Tuition";29173.0
2018;"California";"Public Out-of-State";"4-year";"Room/Board";14061.0
2018;"Colorado";"Private";"4-year";"Fees/Tuition";22873.0
2018;"Colorado";"Private";"4-year";"Room/Board";12280.0
2018;"Colorado";"Public In-State";"2-year";"Fees/Tuition";3638.0
2018;"Colorado";"Public In-State";"4-year";"Fees/Tuition";9540.0
2018;"Colorado";"Public In-State";"4-year";"Room/Board";11974.0
2018;"Colorado";"Public Out-of-State";"2-year";"Fees/Tuition";10354.0
2018;"Colorado";"Public Out-of-State";"4-year";"Fees/Tuition";29846.0
2018;"Colorado";"Public Out-of-State";"4-year";"Room/Board";11974.0
2018;"Connecticut";"Private";"4-year";"Fees/Tuition";40410.0
2018;"Connecticut";"Private";"4-year";"Room/Board";14409.0
2018;"Connecticut";"Public In-State";"2-year";"Fees/Tuition";4312.0
2018;"Connecticut";"Public In-State";"4-year";"Fees/Tuition";12355.0
2018;"Connecticut";"Public In-State";"4-year";"Room/Board";12827.0
2018;"Connecticut";"Public Out-of-State";"2-year";"Fees/Tuition";12879.0
2018;"Connecticut";"Public Out-of-State";"4-year";"Fees/Tuition";33741.0
2018;"Connecticut";"Public Out-of-State";"4-year";"Room/Board";12827.0
2018;"Delaware";"Private";"4-year";"Fees/Tuition";15096.0
2018;"Delaware";"Private";"4-year";"Room/Board";11831.0
2018;"Delaware";"Public In-State";"4-year";"Fees/Tuition";9999.0
2018;"Delaware";"Public In-State";"4-year";"Room/Board";12372.0
2018;"Delaware";"Public Out-of-State";"4-year";"Fees/Tuition";29356.0
2018;"Delaware";"Public Out-of-State";"4-year";"Room/Board";12372.0
2018;"District of Columbia";"Private";"4-year";"Fees/Tuition";41775.0
2018;"District of Columbia";"Private";"4-year";"Room/Board";15835.0
2018;"District of Columbia";"Public In-State";"4-year";"Fees/Tuition";5756.0
2018;"District of Columbia";"Public Out-of-State";"4-year";"Fees/Tuition";12092.0
2018;"Florida";"Private";"4-year";"Fees/Tuition";25531.0
2018;"Florida";"Private";"4-year";"Room/Board";11804.0
2018;"Florida";"Public In-State";"2-year";"Fees/Tuition";2506.0
2018;"Florida";"Public In-State";"4-year";"Fees/Tuition";4455.0
2018;"Florida";"Public In-State";"4-year";"Room/Board";10441.0
2018;"Florida";"Public Out-of-State";"2-year";"Fees/Tuition";9111.0
2018;"Florida";"Public Out-of-State";"4-year";"Fees/Tuition";18241.0
2018;"Florida";"Public Out-of-State";"4-year";"Room/Board";10441.0
2018;"Georgia";"Private";"4-year";"Fees/Tuition";27813.0
2018;"Georgia";"Private";"4-year";"Room/Board";12600.0
2018;"Georgia";"Public In-State";"2-year";"Fees/Tuition";2901.0
2018;"Georgia";"Public In-State";"4-year";"Fees/Tuition";7206.0
2018;"Georgia";"Public In-State";"4-year";"Room/Board";10499.0
2018;"Georgia";"Public Out-of-State";"2-year";"Fees/Tuition";8090.0
2018;"Georgia";"Public Out-of-State";"4-year";"Fees/Tuition";21957.0
2018;"Georgia";"Public Out-of-State";"4-year";"Room/Board";10499.0
2018;"Hawaii";"Private";"4-year";"Fees/Tuition";16447.0
2018;"Hawaii";"Private";"4-year";"Room/Board";12411.0
2018;"Hawaii";"Public In-State";"2-year";"Fees/Tuition";3080.0
2018;"Hawaii";"Public In-State";"4-year";"Fees/Tuition";9709.0
2018;"Hawaii";"Public In-State";"4-year";"Room/Board";11492.0
2018;"Hawaii";"Public Out-of-State";"2-year";"Fees/Tuition";8216.0
2018;"Hawaii";"Public Out-of-State";"4-year";"Fees/Tuition";31019.0
2018;"Hawaii";"Public Out-of-State";"4-year";"Room/Board";11492.0
2018;"Idaho";"Private";"4-year";"Fees/Tuition";5833.0
2018;"Idaho";"Private";"4-year";"Room/Board";7655.0
2018;"Idaho";"Public In-State";"2-year";"Fees/Tuition";3282.0
2018;"Idaho";"Public In-State";"4-year";"Fees/Tuition";7247.0
2018;"Idaho";"Public In-State";"4-year";"Room/Board";8208.0
2018;"Idaho";"Public Out-of-State";"2-year";"Fees/Tuition";7732.0
2018;"Idaho";"Public Out-of-State";"4-year";"Fees/Tuition";22601.0
2018;"Idaho";"Public Out-of-State";"4-year";"Room/Board";8208.0
2018;"Illinois";"Private";"4-year";"Fees/Tuition";32491.0
2018;"Illinois";"Private";"4-year";"Room/Board";12554.0
2018;"Illinois";"Public In-State";"2-year";"Fees/Tuition";3891.0
2018;"Illinois";"Public In-State";"4-year";"Fees/Tuition";13971.0
2018;"Illinois";"Public In-State";"4-year";"Room/Board";11118.0
2018;"Illinois";"Public Out-of-State";"2-year";"Fees/Tuition";10989.0
2018;"Illinois";"Public Out-of-State";"4-year";"Fees/Tuition";28618.0
2018;"Illinois";"Public Out-of-State";"4-year";"Room/Board";11118.0
2018;"Indiana";"Private";"4-year";"Fees/Tuition";32338.0
2018;"Indiana";"Private";"4-year";"Room/Board";11425.0
2018;"Indiana";"Public In-State";"2-year";"Fees/Tuition";4255.0
2018;"Indiana";"Public In-State";"4-year";"Fees/Tuition";9038.0
2018;"Indiana";"Public In-State";"4-year";"Room/Board";10259.0
2018;"Indiana";"Public Out-of-State";"2-year";"Fees/Tuition";8211.0
2018;"Indiana";"Public Out-of-State";"4-year";"Fees/Tuition";28805.0
2018;"Indiana";"Public Out-of-State";"4-year";"Room/Board";10259.0
2018;"Iowa";"Private";"4-year";"Fees/Tuition";27991.0
2018;"Iowa";"Private";"4-year";"Room/Board";9389.0
2018;"Iowa";"Public In-State";"2-year";"Fees/Tuition";4923.0
2018;"Iowa";"Public In-State";"4-year";"Fees/Tuition";8766.0
2018;"Iowa";"Public In-State";"4-year";"Room/Board";9660.0
2018;"Iowa";"Public Out-of-State";"2-year";"Fees/Tuition";6581.0
2018;"Iowa";"Public Out-of-State";"4-year";"Fees/Tuition";26214.0
2018;"Iowa";"Public Out-of-State";"4-year";"Room/Board";9660.0
2018;"Kansas";"Private";"4-year";"Fees/Tuition";21316.0
2018;"Kansas";"Private";"4-year";"Room/Board";8924.0
2018;"Kansas";"Public In-State";"2-year";"Fees/Tuition";3382.0
2018;"Kansas";"Public In-State";"4-year";"Fees/Tuition";8737.0
2018;"Kansas";"Public In-State";"4-year";"Room/Board";9227.0
2018;"Kansas";"Public Out-of-State";"2-year";"Fees/Tuition";4611.0
2018;"Kansas";"Public Out-of-State";"4-year";"Fees/Tuition";22615.0
2018;"Kansas";"Public Out-of-State";"4-year";"Room/Board";9227.0
2018;"Kentucky";"Private";"4-year";"Fees/Tuition";26719.0
2018;"Kentucky";"Private";"4-year";"Room/Board";9229.0
2018;"Kentucky";"Public In-State";"2-year";"Fees/Tuition";4106.0
2018;"Kentucky";"Public In-State";"4-year";"Fees/Tuition";10365.0
2018;"Kentucky";"Public In-State";"4-year";"Room/Board";10380.0
2018;"Kentucky";"Public Out-of-State";"2-year";"Fees/Tuition";13825.0
2018;"Kentucky";"Public Out-of-State";"4-year";"Fees/Tuition";24632.0
2018;"Kentucky";"Public Out-of-State";"4-year";"Room/Board";10380.0
2018;"Louisiana";"Private";"4-year";"Fees/Tuition";36715.0
2018;"Louisiana";"Private";"4-year";"Room/Board";12737.0
2018;"Louisiana";"Public In-State";"2-year";"Fees/Tuition";4092.0
2018;"Louisiana";"Public In-State";"4-year";"Fees/Tuition";9165.0
2018;"Louisiana";"Public In-State";"4-year";"Room/Board";9671.0
2018;"Louisiana";"Public Out-of-State";"2-year";"Fees/Tuition";7057.0
2018;"Louisiana";"Public Out-of-State";"4-year";"Fees/Tuition";21632.0
2018;"Louisiana";"Public Out-of-State";"4-year";"Room/Board";9671.0
2018;"Maine";"Private";"4-year";"Fees/Tuition";37043.0
2018;"Maine";"Private";"4-year";"Room/Board";12951.0
2018;"Maine";"Public In-State";"2-year";"Fees/Tuition";3698.0
2018;"Maine";"Public In-State";"4-year";"Fees/Tuition";9664.0
2018;"Maine";"Public In-State";"4-year";"Room/Board";9836.0
2018;"Maine";"Public Out-of-State";"2-year";"Fees/Tuition";6498.0
2018;"Maine";"Public Out-of-State";"4-year";"Fees/Tuition";26939.0
2018;"Maine";"Public Out-of-State";"4-year";"Room/Board";9836.0
2018;"Maryland";"Private";"4-year";"Fees/Tuition";41859.0
2018;"Maryland";"Private";"4-year";"Room/Board";13826.0
2018;"Maryland";"Public In-State";"2-year";"Fees/Tuition";4090.0
2018;"Maryland";"Public In-State";"4-year";"Fees/Tuition";9289.0
2018;"Maryland";"Public In-State";"4-year";"Room/Board";11888.0
2018;"Maryland";"Public Out-of-State";"2-year";"Fees/Tuition";9467.0
2018;"Maryland";"Public Out-of-State";"4-year";"Fees/Tuition";24353.0
2018;"Maryland";"Public Out-of-State";"4-year";"Room/Board";11888.0
2018;"Massachusetts";"Private";"4-year";"Fees/Tuition";44384.0
2018;"Massachusetts";"Private";"4-year";"Room/Board";15175.0
2018;"Massachusetts";"Public In-State";"2-year";"Fees/Tuition";4991.0
2018;"Massachusetts";"Public In-State";"4-year";"Fees/Tuition";12778.0
2018;"Massachusetts";"Public In-State";"4-year";"Room/Board";12451.0
2018;"Massachusetts";"Public Out-of-State";"2-year";"Fees/Tuition";10006.0
2018;"Massachusetts";"Public Out-of-State";"4-year";"Fees/Tuition";29774.0
2018;"Massachusetts";"Public Out-of-State";"4-year";"Room/Board";12451.0
2018;"Michigan";"Private";"4-year";"Fees/Tuition";26964.0
2018;"Michigan";"Private";"4-year";"Room/Board";9700.0
2018;"Michigan";"Public In-State";"2-year";"Fees/Tuition";3469.0
2018;"Michigan";"Public In-State";"4-year";"Fees/Tuition";12435.0
2018;"Michigan";"Public In-State";"4-year";"Room/Board";10230.0
