"Year";"State";"Type";"Length";"Expense";"Value"
2018;"Michigan";"Public Out-of-State";"2-year";"Fees/Tuition";6552.0
2018;"Michigan";"Public Out-of-State";"4-year";"Fees/Tuition";37600.0
2018;"Michigan";"Public Out-of-State";"4-year";"Room/Board";10230.0
2018;"Minnesota";"Private";"4-year";"Fees/Tuition";32416.0
2018;"Minnesota";"Private";"4-year";"Room/Board";10300.0
2018;"Minnesota";"Public In-State";"2-year";"Fees/Tuition";5381.0
2018;"Minnesota";"Public In-State";"4-year";"Fees/Tuition";11226.0
2018;"Minnesota";"Public In-State";"4-year";"Room/Board";9194.0
2018;"Minnesota";"Public Out-of-State";"2-year";"Fees/Tuition";6113.0
2018;"Minnesota";"Public Out-of-State";"4-year";"Fees/Tuition";20736.0
2018;"Minnesota";"Public Out-of-State";"4-year";"Room/Board";9194.0
2018;"Mississippi";"Private";"4-year";"Fees/Tuition";17625.0
2018;"Mississippi";"Private";"4-year";"Room/Board";8149.0
2018;"Mississippi";"Public In-State";"2-year";"Fees/Tuition";3182.0
2018;"Mississippi";"Public In-State";"4-year";"Fees/Tuition";7980.0
2018;"Mississippi";"Public In-State";"4-year";"Room/Board";9739.0
2018;"Mississippi";"Public Out-of-State";"2-year";"Fees/Tuition";5626.0
2018;"Mississippi";"Public Out-of-State";"4-year";"Fees/Tuition";19691.0
2018;"Mississippi";"Public Out-of-State";"4-year";"Room/Board";9739.0
2018;"Missouri";"Private";"4-year";"Fees/Tuition";24615.0
2018;"Missouri";"Private";"4-year";"Room/Board";10008.0
2018;"Missouri";"Public In-State";"2-year";"Fees/Tuition";3273.0
2018;"Missouri";"Public In-State";"4-year";"Fees/Tuition";8387.0
2018;"Missouri";"Public In-State";"4-year";"Room/Board";9719.0
2018;"Missouri";"Public Out-of-State";"2-year";"Fees/Tuition";6157.0
2018;"Missouri";"Public Out-of-State";"4-year";"Fees/Tuition";19519.0
2018;"Missouri";"Public Out-of-State";"4-year";"Room/Board";9719.0
2018;"Montana";"Private";"4-year";"Fees/Tuition";24953.0
2018;"Montana";"Private";"4-year";"Room/Board";8786.0
2018;"Montana";"Public In-State";"2-year";"Fees/Tuition";3631.0
2018;"Montana";"Public In-State";"4-year";"Fees/Tuition";6783.0
2018;"Montana";"Public In-State";"4-year";"Room/Board";9018.0
2018;"Montana";"Public Out-of-State";"2-year";"Fees/Tuition";8482.0
2018;"Montana";"Public Out-of-State";"4-year";"Fees/Tuition";23678.0
2018;"Montana";"Public Out-of-State";"4-year";"Room/Board";9018.0
2018;"Nebraska";"Private";"4-year";"Fees/Tuition";23659.0
2018;"Nebraska";"Private";"4-year";"Room/Board";10939.0
2018;"Nebraska";"Public In-State";"2-year";"Fees/Tuition";3212.0
2018;"Nebraska";"Public In-State";"4-year";"Fees/Tuition";8188.0
2018;"Nebraska";"Public In-State";"4-year";"Room/Board";10260.0
2018;"Nebraska";"Public Out-of-State";"2-year";"Fees/Tuition";4101.0
2018;"Nebraska";"Public Out-of-State";"4-year";"Fees/Tuition";20555.0
2018;"Nebraska";"Public Out-of-State";"4-year";"Room/Board";10260.0
2018;"Nevada";"Private";"4-year";"Fees/Tuition";23261.0
2018;"Nevada";"Private";"4-year";"Room/Board";12902.0
2018;"Nevada";"Public In-State";"2-year";"Fees/Tuition";3075.0
2018;"Nevada";"Public In-State";"4-year";"Fees/Tuition";5920.0
2018;"Nevada";"Public In-State";"4-year";"Room/Board";10890.0
2018;"Nevada";"Public Out-of-State";"2-year";"Fees/Tuition";9853.0
2018;"Nevada";"Public Out-of-State";"4-year";"Fees/Tuition";21176.0
2018;"Nevada";"Public Out-of-State";"4-year";"Room/Board";10890.0
2018;"New Hampshire";"Private";"4-year";"Fees/Tuition";33322.0
2018;"New Hampshire";"Private";"4-year";"Room/Board";13709.0
2018;"New Hampshire";"Public In-State";"2-year";"Fees/Tuition";7337.0
2018;"New Hampshire";"Public In-State";"4-year";"Fees/Tuition";15949.0
2018;"New Hampshire";"Public In-State";"4-year";"Room/Board";11621.0
2018;"New Hampshire";"Public Out-of-State";"2-year";"Fees/Tuition";15906.0
2018;"New Hampshire";"Public Out-of-State";"4-year";"Fees/Tuition";28130.0
2018;"New Hampshire";"Public Out-of-State";"4-year";"Room/Board";11621.0
2018;"New Jersey";"Private";"4-year";"Fees/Tuition";36589.0
2018;"New Jersey";"Private";"4-year";"Room/Board";13732.0
2018;"New Jersey";"Public In-State";"2-year";"Fees/Tuition";4536.0
2018;"New Jersey";"Public In-State";"4-year";"Fees/Tuition";13633.0
2018;"New Jersey";"Public In-State";"4-year";"Room/Board";12908.0
2018;"New Jersey";"Public Out-of-State";"2-year";"Fees/Tuition";8049.0
2018;"New Jersey";"Public Out-of-State";"4-year";"Fees/Tuition";28649.0
2018;"New Jersey";"Public Out-of-State";"4-year";"Room/Board";12908.0
2018;"New Mexico";"Private";"4-year";"Fees/Tuition";23865.0
2018;"New Mexico";"Private";"4-year";"Room/Board";9755.0
2018;"New Mexico";"Public In-State";"2-year";"Fees/Tuition";1666.0
2018;"New Mexico";"Public In-State";"4-year";"Fees/Tuition";6718.0
2018;"New Mexico";"Public In-State";"4-year";"Room/Board";9085.0
2018;"New Mexico";"Public Out-of-State";"2-year";"Fees/Tuition";5318.0
2018;"New Mexico";"Public Out-of-State";"4-year";"Fees/Tuition";17533.0
2018;"New Mexico";"Public Out-of-State";"4-year";"Room/Board";9085.0
2018;"New York";"Private";"4-year";"Fees/Tuition";39007.0
2018;"New York";"Private";"4-year";"Room/Board";14653.0
2018;"New York";"Public In-State";"2-year";"Fees/Tuition";5229.0
2018;"New York";"Public In-State";"4-year";"Fees/Tuition";7938.0
2018;"New York";"Public In-State";"4-year";"Room/Board";14405.0
2018;"New York";"Public Out-of-State";"2-year";"Fees/Tuition";9151.0
2018;"New York";"Public Out-of-State";"4-year";"Fees/Tuition";21662.0
2018;"New York";"Public Out-of-State";"4-year";"Room/Board";14405.0
2018;"North Carolina";"Private";"4-year";"Fees/Tuition";32140.0
2018;"North Carolina";"Private";"4-year";"Room/Board";11910.0
2018;"North Carolina";"Public In-State";"2-year";"Fees/Tuition";2499.0
2018;"North Carolina";"Public In-State";"4-year";"Fees/Tuition";7354.0
2018;"North Carolina";"Public In-State";"4-year";"Room/Board";9989.0
2018;"North Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";8496.0
2018;"North Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";24274.0
2018;"North Carolina";"Public Out-of-State";"4-year";"Room/Board";9989.0
2018;"North Dakota";"Private";"4-year";"Fees/Tuition";15256.0
2018;"North Dakota";"Private";"4-year";"Room/Board";7255.0
2018;"North Dakota";"Public In-State";"2-year";"Fees/Tuition";4700.0
2018;"North Dakota";"Public In-State";"4-year";"Fees/Tuition";7687.0
2018;"North Dakota";"Public In-State";"4-year";"Room/Board";8311.0
2018;"North Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";9429.0
2018;"North Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";19021.0
2018;"North Dakota";"Public Out-of-State";"4-year";"Room/Board";8311.0
2018;"Ohio";"Private";"4-year";"Fees/Tuition";31242.0
2018;"Ohio";"Private";"4-year";"Room/Board";11012.0
2018;"Ohio";"Public In-State";"2-year";"Fees/Tuition";3672.0
2018;"Ohio";"Public In-State";"4-year";"Fees/Tuition";10026.0
2018;"Ohio";"Public In-State";"4-year";"Room/Board";11648.0
2018;"Ohio";"Public Out-of-State";"2-year";"Fees/Tuition";7456.0
2018;"Ohio";"Public Out-of-State";"4-year";"Fees/Tuition";24098.0
2018;"Ohio";"Public Out-of-State";"4-year";"Room/Board";11648.0
2018;"Oklahoma";"Private";"4-year";"Fees/Tuition";26240.0
2018;"Oklahoma";"Private";"4-year";"Room/Board";9302.0
2018;"Oklahoma";"Public In-State";"2-year";"Fees/Tuition";3876.0
2018;"Oklahoma";"Public In-State";"4-year";"Fees/Tuition";7623.0
2018;"Oklahoma";"Public In-State";"4-year";"Room/Board";8641.0
2018;"Oklahoma";"Public Out-of-State";"2-year";"Fees/Tuition";9059.0
2018;"Oklahoma";"Public Out-of-State";"4-year";"Fees/Tuition";20200.0
2018;"Oklahoma";"Public Out-of-State";"4-year";"Room/Board";8641.0
2018;"Oregon";"Private";"4-year";"Fees/Tuition";38674.0
2018;"Oregon";"Private";"4-year";"Room/Board";11943.0
2018;"Oregon";"Public In-State";"2-year";"Fees/Tuition";4487.0
2018;"Oregon";"Public In-State";"4-year";"Fees/Tuition";10363.0
2018;"Oregon";"Public In-State";"4-year";"Room/Board";12347.0
2018;"Oregon";"Public Out-of-State";"2-year";"Fees/Tuition";8503.0
2018;"Oregon";"Public Out-of-State";"4-year";"Fees/Tuition";30487.0
2018;"Oregon";"Public Out-of-State";"4-year";"Room/Board";12347.0
2018;"Pennsylvania";"Private";"4-year";"Fees/Tuition";40068.0
2018;"Pennsylvania";"Private";"4-year";"Room/Board";13171.0
2018;"Pennsylvania";"Public In-State";"2-year";"Fees/Tuition";5173.0
2018;"Pennsylvania";"Public In-State";"4-year";"Fees/Tuition";14534.0
2018;"Pennsylvania";"Public In-State";"4-year";"Room/Board";11261.0
2018;"Pennsylvania";"Public Out-of-State";"2-year";"Fees/Tuition";13679.0
2018;"Pennsylvania";"Public Out-of-State";"4-year";"Fees/Tuition";27129.0
2018;"Pennsylvania";"Public Out-of-State";"4-year";"Room/Board";11261.0
2018;"Rhode Island";"Private";"4-year";"Fees/Tuition";40361.0
2018;"Rhode Island";"Private";"4-year";"Room/Board";14516.0
2018;"Rhode Island";"Public In-State";"2-year";"Fees/Tuition";4564.0
2018;"Rhode Island";"Public In-State";"4-year";"Fees/Tuition";12239.0
2018;"Rhode Island";"Public In-State";"4-year";"Room/Board";12041.0
2018;"Rhode Island";"Public Out-of-State";"2-year";"Fees/Tuition";12156.0
2018;"Rhode Island";"Public Out-of-State";"4-year";"Fees/Tuition";29013.0
2018;"Rhode Island";"Public Out-of-State";"4-year";"Room/Board";12041.0
2018;"South Carolina";"Private";"4-year";"Fees/Tuition";24931.0
2018;"South Carolina";"Private";"4-year";"Room/Board";9490.0
2018;"South Carolina";"Public In-State";"2-year";"Fees/Tuition";4502.0
2018;"South Carolina";"Public In-State";"4-year";"Fees/Tuition";12579.0
2018;"South Carolina";"Public In-State";"4-year";"Room/Board";9553.0
2018;"South Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";9480.0
2018;"South Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";30919.0
2018;"South Carolina";"Public Out-of-State";"4-year";"Room/Board";9553.0
2018;"South Dakota";"Private";"4-year";"Fees/Tuition";24219.0
2018;"South Dakota";"Private";"4-year";"Room/Board";7938.0
2018;"South Dakota";"Public In-State";"2-year";"Fees/Tuition";6026.0
2018;"South Dakota";"Public In-State";"4-year";"Fees/Tuition";8540.0
2018;"South Dakota";"Public In-State";"4-year";"Room/Board";7881.0
2018;"South Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";5853.0
2018;"South Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";12060.0
2018;"South Dakota";"Public Out-of-State";"4-year";"Room/Board";7881.0
2018;"Tennessee";"Private";"4-year";"Fees/Tuition";26939.0
2018;"Tennessee";"Private";"4-year";"Room/Board";10223.0
2018;"Tennessee";"Public In-State";"2-year";"Fees/Tuition";4148.0
2018;"Tennessee";"Public In-State";"4-year";"Fees/Tuition";9574.0
2018;"Tennessee";"Public In-State";"4-year";"Room/Board";9376.0
2018;"Tennessee";"Public Out-of-State";"2-year";"Fees/Tuition";16140.0
2018;"Tennessee";"Public Out-of-State";"4-year";"Fees/Tuition";25378.0
2018;"Tennessee";"Public Out-of-State";"4-year";"Room/Board";9376.0
2018;"Texas";"Private";"4-year";"Fees/Tuition";32482.0
2018;"Texas";"Private";"4-year";"Room/Board";11384.0
2018;"Texas";"Public In-State";"2-year";"Fees/Tuition";2209.0
2018;"Texas";"Public In-State";"4-year";"Fees/Tuition";8645.0
2018;"Texas";"Public In-State";"4-year";"Room/Board";9626.0
2018;"Texas";"Public Out-of-State";"2-year";"Fees/Tuition";6418.0
2018;"Texas";"Public Out-of-State";"4-year";"Fees/Tuition";24937.0
2018;"Texas";"Public Out-of-State";"4-year";"Room/Board";9626.0
2018;"Utah";"Private";"4-year";"Fees/Tuition";7548.0
2018;"Utah";"Private";"4-year";"Room/Board";7841.0
2018;"Utah";"Public In-State";"2-year";"Fees/Tuition";3781.0
2018;"Utah";"Public In-State";"4-year";"Fees/Tuition";6557.0
2018;"Utah";"Public In-State";"4-year";"Room/Board";7617.0
2018;"Utah";"Public Out-of-State";"2-year";"Fees/Tuition";12020.0
2018;"Utah";"Public Out-of-State";"4-year";"Fees/Tuition";20168.0
2018;"Utah";"Public Out-of-State";"4-year";"Room/Board";7617.0
2018;"Vermont";"Private";"4-year";"Fees/Tuition";42637.0
2018;"Vermont";"Private";"4-year";"Room/Board";13536.0
2018;"Vermont";"Public In-State";"2-year";"Fees/Tuition";6414.0
2018;"Vermont";"Public In-State";"4-year";"Fees/Tuition";16103.0
2018;"Vermont";"Public In-State";"4-year";"Room/Board";11679.0
2018;"Vermont";"Public Out-of-State";"2-year";"Fees/Tuition";12678.0
2018;"Vermont";"Public Out-of-State";"4-year";"Fees/Tuition";38968.0
2018;"Vermont";"Public Out-of-State";"4-year";"Room/Board";11679.0
2018;"Virginia";"Private";"4-year";"Fees/Tuition";23014.0
2018;"Virginia";"Private";"4-year";"Room/Board";10644.0
2018;"Virginia";"Public In-State";"2-year";"Fees/Tuition";5118.0
2018;"Virginia";"Public In-State";"4-year";"Fees/Tuition";12637.0
2018;"Virginia";"Public In-State";"4-year";"Room/Board";10790.0
2018;"Virginia";"Public Out-of-State";"2-year";"Fees/Tuition";11275.0
2018;"Virginia";"Public Out-of-State";"4-year";"Fees/Tuition";33428.0
2018;"Virginia";"Public Out-of-State";"4-year";"Room/Board";10790.0
2018;"Washington";"Private";"4-year";"Fees/Tuition";36807.0
2018;"Washington";"Private";"4-year";"Room/Board";11711.0
2018;"Washington";"Public In-State";"2-year";"Fees/Tuition";4078.0
2018;"Washington";"Public In-State";"4-year";"Fees/Tuition";6830.0
2018;"Washington";"Public In-State";"4-year";"Room/Board";11492.0
2018;"Washington";"Public Out-of-State";"2-year";"Fees/Tuition";5976.0
2018;"Washington";"Public Out-of-State";"4-year";"Fees/Tuition";28263.0
2018;"Washington";"Public Out-of-State";"4-year";"Room/Board";11492.0
2018;"West Virginia";"Private";"4-year";"Fees/Tuition";12341.0
2018;"West Virginia";"Private";"4-year";"Room/Board";8959.0
2018;"West Virginia";"Public In-State";"2-year";"Fees/Tuition";4076.0
2018;"West Virginia";"Public In-State";"4-year";"Fees/Tuition";7619.0
2018;"West Virginia";"Public In-State";"4-year";"Room/Board";10184.0
2018;"West Virginia";"Public Out-of-State";"2-year";"Fees/Tuition";9410.0
2018;"West Virginia";"Public Out-of-State";"4-year";"Fees/Tuition";21032.0
2018;"West Virginia";"Public Out-of-State";"4-year";"Room/Board";10184.0
2018;"Wisconsin";"Private";"4-year";"Fees/Tuition";33156.0
2018;"Wisconsin";"Private";"4-year";"Room/Board";10176.0
2018;"Wisconsin";"Public In-State";"2-year";"Fees/Tuition";4337.0
2018;"Wisconsin";"Public In-State";"4-year";"Fees/Tuition";8475.0
2018;"Wisconsin";"Public In-State";"4-year";"Room/Board";8069.0
2018;"Wisconsin";"Public Out-of-State";"2-year";"Fees/Tuition";6257.0
2018;"Wisconsin";"Public Out-of-State";"4-year";"Fees/Tuition";23500.0
2018;"Wisconsin";"Public Out-of-State";"4-year";"Room/Board";8069.0
2018;"Wyoming";"Public In-State";"2-year";"Fees/Tuition";3142.0
2018;"Wyoming";"Public In-State";"4-year";"Fees/Tuition";4443.0
2018;"Wyoming";"Public In-State";"4-year";"Room/Board";10043.0
2018;"Wyoming";"Public Out-of-State";"2-year";"Fees/Tuition";7678.0
2018;"Wyoming";"Public Out-of-State";"4-year";"Fees/Tuition";13731.0
2018;"Wyoming";"Public Out-of-State";"4-year";"Room/Board";10043.0
2019;"Alabama";"Private";"4-year";"Fees/Tuition";16119.0
2019;"Alabama";"Private";"4-year";"Room/Board";10076.0
2019;"Alabama";"Public In-State";"2-year";"Fees/Tuition";4770.0
2019;"Alabama";"Public In-State";"4-year";"Fees/Tuition";10138.0
2019;"Alabama";"Public In-State";"4-year";"Room/Board";9845.0
2019;"Alabama";"Public Out-of-State";"2-year";"Fees/Tuition";9612.0
2019;"Alabama";"Public Out-of-State";"4-year";"Fees/Tuition";25782.0
2019;"Alabama";"Public Out-of-State";"4-year";"Room/Board";9845.0
2019;"Alaska";"Private";"4-year";"Fees/Tuition";19315.0
2019;"Alaska";"Private";"4-year";"Room/Board";7473.0
2019;"Alaska";"Public In-State";"4-year";"Fees/Tuition";8396.0
2019;"Alaska";"Public In-State";"4-year";"Room/Board";11167.0
2019;"Alaska";"Public Out-of-State";"4-year";"Fees/Tuition";24454.0
2019;"Alaska";"Public Out-of-State";"4-year";"Room/Board";11167.0
2019;"Arizona";"Private";"4-year";"Fees/Tuition";12711.0
2019;"Arizona";"Private";"4-year";"Room/Board";9708.0
2019;"Arizona";"Public In-State";"2-year";"Fees/Tuition";2161.0
2019;"Arizona";"Public In-State";"4-year";"Fees/Tuition";10666.0
2019;"Arizona";"Public In-State";"4-year";"Room/Board";12439.0
2019;"Arizona";"Public Out-of-State";"2-year";"Fees/Tuition";8516.0
2019;"Arizona";"Public Out-of-State";"4-year";"Fees/Tuition";26383.0
2019;"Arizona";"Public Out-of-State";"4-year";"Room/Board";12439.0
2019;"Arkansas";"Private";"4-year";"Fees/Tuition";23179.0
2019;"Arkansas";"Private";"4-year";"Room/Board";8385.0
2019;"Arkansas";"Public In-State";"2-year";"Fees/Tuition";3291.0
2019;"Arkansas";"Public In-State";"4-year";"Fees/Tuition";8391.0
2019;"Arkansas";"Public In-State";"4-year";"Room/Board";9586.0
2019;"Arkansas";"Public Out-of-State";"2-year";"Fees/Tuition";4698.0
2019;"Arkansas";"Public Out-of-State";"4-year";"Fees/Tuition";20825.0
2019;"Arkansas";"Public Out-of-State";"4-year";"Room/Board";9586.0
2019;"California";"Private";"4-year";"Fees/Tuition";35524.0
2019;"California";"Private";"4-year";"Room/Board";14336.0
2019;"California";"Public In-State";"2-year";"Fees/Tuition";1271.0
2019;"California";"Public In-State";"4-year";"Fees/Tuition";8118.0
2019;"California";"Public In-State";"4-year";"Room/Board";14546.0
2019;"California";"Public Out-of-State";"2-year";"Fees/Tuition";7849.0
2019;"California";"Public Out-of-State";"4-year";"Fees/Tuition";31423.0
2019;"California";"Public Out-of-State";"4-year";"Room/Board";14546.0
2019;"Colorado";"Private";"4-year";"Fees/Tuition";23560.0
2019;"Colorado";"Private";"4-year";"Room/Board";12725.0
2019;"Colorado";"Public In-State";"2-year";"Fees/Tuition";3655.0
2019;"Colorado";"Public In-State";"4-year";"Fees/Tuition";9394.0
2019;"Colorado";"Public In-State";"4-year";"Room/Board";12472.0
2019;"Colorado";"Public Out-of-State";"2-year";"Fees/Tuition";7967.0
2019;"Colorado";"Public Out-of-State";"4-year";"Fees/Tuition";30140.0
2019;"Colorado";"Public Out-of-State";"4-year";"Room/Board";12472.0
2019;"Connecticut";"Private";"4-year";"Fees/Tuition";41807.0
2019;"Connecticut";"Private";"4-year";"Room/Board";14742.0
2019;"Connecticut";"Public In-State";"2-year";"Fees/Tuition";4434.0
2019;"Connecticut";"Public In-State";"4-year";"Fees/Tuition";12959.0
2019;"Connecticut";"Public In-State";"4-year";"Room/Board";13244.0
2019;"Connecticut";"Public Out-of-State";"2-year";"Fees/Tuition";13202.0
2019;"Connecticut";"Public Out-of-State";"4-year";"Fees/Tuition";33709.0
2019;"Connecticut";"Public Out-of-State";"4-year";"Room/Board";13244.0
2019;"Delaware";"Private";"4-year";"Fees/Tuition";14758.0
2019;"Delaware";"Private";"4-year";"Room/Board";11952.0
2019;"Delaware";"Public In-State";"4-year";"Fees/Tuition";10607.0
2019;"Delaware";"Public In-State";"4-year";"Room/Board";12839.0
2019;"Delaware";"Public Out-of-State";"4-year";"Fees/Tuition";30405.0
2019;"Delaware";"Public Out-of-State";"4-year";"Room/Board";12839.0
2019;"District of Columbia";"Private";"4-year";"Fees/Tuition";43143.0
2019;"District of Columbia";"Private";"4-year";"Room/Board";16090.0
2019;"District of Columbia";"Public In-State";"4-year";"Fees/Tuition";5888.0
2019;"District of Columbia";"Public Out-of-State";"4-year";"Fees/Tuition";12416.0
2019;"Florida";"Private";"4-year";"Fees/Tuition";26317.0
